"state","allocation_week","first_dose","second_dose","running_total"
"WY",2021-02-22,5850,5850,56160
"WY",2021-02-15,3900,3900,60060
"WY",2021-02-08,3900,3900,63960
"WY",2021-02-01,3900,3900,67860
"WY",2021-01-25,3900,3900,71760
"WY",2021-01-18,3900,3900,75660
"WY",2021-01-11,3900,3900,79560
"WY",2021-01-04,3900,3900,83460
"WY",2020-12-28,4875,4875,88335
"WY",2020-12-21,3900,3900,92235
"WY",2020-12-14,4875,4875,97110
