"","State","Year","Week","Outcome Variable","week_first_date","medicade_expansion","Population_density","Percent_homeless","Percent_living_under_the_federal_poverty_line_2018","Percent_at_risk_for_serious_illness_due_to_COVID","White","Black","American_Indian","Asian","Native_Hawaiian_Pacific_Islander","Other","Majority_Dem","Majority_Rep","day_care_closed","restaurants_closed","gyms_closed","movie_theatres_closed","bars_closed","casinos_closed","schools_closed","nusring_home_visits_banned"
"1","AK","2020","14",1.4567993571336,2020-04-01,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"2","AK","2020","15",1.64594335639374,2020-04-06,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"3","AK","2020","16",1.28327787108663,2020-04-13,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"4","AK","2020","17",0.680695218576396,2020-04-20,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"5","AK","2020","18",0.451936989382689,2020-04-27,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"6","AK","2020","19",0.32918867127875,2020-05-04,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,1,1,1,1,0,1,0
"7","AK","2020","20",0.23154796369607,2020-05-11,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,1,1,1,0,1,0
"8","AK","2020","21",0.31523999876694,2020-05-18,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,1,1,1,0,1,0
"9","AK","2020","22",0.437988316870881,2020-05-25,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"10","AK","2020","23",1.65989202890556,2020-06-01,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"11","AK","2020","24",1.95560388615597,2020-06-08,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"12","AK","2020","25",1.90538866511343,2020-06-15,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"13","AK","2020","26",1.80495822302839,2020-06-22,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"14","AK","2020","27",4.0200074249605,2020-06-29,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"15","AK","2020","28",5.49019750280396,2020-07-06,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"16","AK","2020","29",8.18229129795256,2020-07-13,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"17","AK","2020","30",9.70827604596853,2020-07-20,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"18","AK","2020","31",13.6641195998769,2020-07-27,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"19","AK","2020","32",11.7336233181807,2020-08-03,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"20","AK","2020","33",9.47114864091724,2020-08-10,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"21","AK","2020","34",10.3666534058693,2020-08-17,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"22","AK","2020","35",9.42651288571428,2020-08-24,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"23","AK","2020","36",9.47951784285714,2020-08-31,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"24","AK","2020","37",10.4140789,2020-09-07,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"25","AK","2020","38",10.6679447275034,2020-09-14,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"26","AK","2020","39",11.4825472,2020-09-21,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"27","AK","2020","40",15.8791687857143,2020-09-28,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"28","AK","2020","41",21.6511294857143,2020-10-05,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"29","AK","2020","42",25.5009631,2020-10-12,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"30","AK","2020","43",30.5420133428571,2020-10-19,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"31","AK","2020","44",49.4843105948129,2020-10-26,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"32","AK","2020","45",53.8530348336014,2020-11-02,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"33","AK","2020","46",69.9246953017104,2020-11-09,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"34","AK","2020","47",71.1019632617074,2020-11-16,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"35","AK","2020","48",28.7565832503506,2020-11-23,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"36","AK","2020","49",51.4259658285714,2020-11-30,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"37","AK","2020","50",179.377138776975,2020-12-07,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"38","AK","2020","51",66.4207887661376,2020-12-14,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"39","AK","2020","52",41.2155375270991,2020-12-21,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"40","AK","2020","53",33.1490202177793,2020-12-28,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"41","AK","2021","01",44.6580699015286,2021-01-04,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"42","AK","2021","02",34.6708203930544,2021-01-11,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"43","AK","2021","03",28.7286859234816,2021-01-18,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"44","AK","2021","04",28.2934873285714,2021-01-25,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"45","AK","2021","05",18.7107493,2021-02-01,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"46","AK","2021","06",19.5197723285714,2021-02-08,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"47","AK","2021","07",16.2697316142857,2021-02-15,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"48","AK","2021","08",16.8667348142857,2021-02-22,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"49","AK","2021","09",15.7201539,2021-03-01,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"50","AK","2021","53",41.1327754122517,2021-01-01,1,1.11,0.258598011,10.9,32.8,0.65,0.03,0.15,0.06,0.01,0.02,0,1,0,0,0,0,0,0,1,0
"51","AL","2020","14",2.4963365649063,2020-04-01,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,1,0,0,1,0,0,1
"52","AL","2020","15",4.18928029975017,2020-04-06,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,0,0,1,0,1,1
"53","AL","2020","16",4.63463846375743,2020-04-13,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"54","AL","2020","17",4.141414702684,2020-04-20,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"55","AL","2020","18",3.98741234690579,2020-04-27,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"56","AL","2020","19",5.48331631087024,2020-05-04,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"57","AL","2020","20",5.83835417432649,2020-05-11,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"58","AL","2020","21",6.6549828825341,2020-05-18,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,1,1,1,1,1,1,1
"59","AL","2020","22",9.33254276015883,2020-05-25,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,0,0,1,0,1,1,1
"60","AL","2020","23",7.1914937922587,2020-06-01,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,1,0,0,1,0,1,1,1
"61","AL","2020","24",10.6590441327671,2020-06-08,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"62","AL","2020","25",16.1182195338127,2020-06-15,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"63","AL","2020","26",14.256039690705,2020-06-22,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"64","AL","2020","27",21.4138194528461,2020-06-29,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"65","AL","2020","28",24.9184136194184,2020-07-06,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"66","AL","2020","29",35.5662197393577,2020-07-13,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"67","AL","2020","30",37.6315161924539,2020-07-20,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"68","AL","2020","31",34.3808178142857,2020-07-27,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"69","AL","2020","32",32.1627676585213,2020-08-03,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"70","AL","2020","33",25.372096229676,2020-08-10,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"71","AL","2020","34",19.1953530955851,2020-08-17,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"72","AL","2020","35",24.9250731661847,2020-08-24,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"73","AL","2020","36",25.0441128376064,2020-08-31,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"74","AL","2020","37",18.295896088483,2020-09-07,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"75","AL","2020","38",18.6413608281634,2020-09-14,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"76","AL","2020","39",21.6252605142857,2020-09-21,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"77","AL","2020","40",18.6555123857143,2020-09-28,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"78","AL","2020","41",19.0159611503899,2020-10-05,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"79","AL","2020","42",20.0427822770797,2020-10-12,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"80","AL","2020","43",26.7331440735573,2020-10-19,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"81","AL","2020","44",31.6645492332089,2020-10-26,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"82","AL","2020","45",28.8263274435964,2020-11-02,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"83","AL","2020","46",34.6909036406637,2020-11-09,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"84","AL","2020","47",42.9054725423893,2020-11-16,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"85","AL","2020","48",44.2248981310836,2020-11-23,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"86","AL","2020","49",55.7575934659546,2020-11-30,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"87","AL","2020","50",66.2010343006326,2020-12-07,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"88","AL","2020","51",80.3750781483914,2020-12-14,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"89","AL","2020","52",77.4540280596039,2020-12-21,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"90","AL","2020","53",65.3591200704965,2020-12-28,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"91","AL","2021","01",82.2268524218486,2021-01-04,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"92","AL","2021","02",73.1581947803809,2021-01-11,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"93","AL","2021","03",54.631295155858,2021-01-18,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"94","AL","2021","04",54.9730138998924,2021-01-25,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"95","AL","2021","05",45.0286239285714,2021-02-01,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"96","AL","2021","06",29.7857204857143,2021-02-08,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"97","AL","2021","07",20.1193672142857,2021-02-15,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"98","AL","2021","08",19.0363560857143,2021-02-22,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"99","AL","2021","09",18.4457362,2021-03-01,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"100","AL","2021","53",73.4517704405643,2021-01-01,0,93.24,0.066716163,16.8,43.1,0.68,0.27,0.01,0.01,0,0.01,0,1,0,0,0,0,0,0,1,1
"101","AR","2020","14",1.68618353894802,2020-04-01,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,1,1,1
"102","AR","2020","15",2.12953876800643,2020-04-06,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"103","AR","2020","16",2.42303506058019,2020-04-13,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"104","AR","2020","17",4.40312064734516,2020-04-20,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"105","AR","2020","18",3.24942323920959,2020-04-27,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"106","AR","2020","19",2.05853160044827,2020-05-04,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"107","AR","2020","20",3.2568620853347,2020-05-11,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,1,1,1,1,1,1
"108","AR","2020","21",4.66550903794106,2020-05-18,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,1,0,1,1,1,1,1
"109","AR","2020","22",5.7867460266215,2020-05-25,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,1,1,1,1,1
"110","AR","2020","23",8.70074493146104,2020-06-01,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"111","AR","2020","24",12.3173766657571,2020-06-08,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"112","AR","2020","25",14.7647570409286,2020-06-15,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"113","AR","2020","26",18.3218780106763,2020-06-22,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"114","AR","2020","27",18.8622087338439,2020-06-29,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"115","AR","2020","28",19.7115897,2020-07-06,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"116","AR","2020","29",23.3370128030591,2020-07-13,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"117","AR","2020","30",24.5711850251147,2020-07-20,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"118","AR","2020","31",25.5686666428571,2020-07-27,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"119","AR","2020","32",25.5510839428571,2020-08-03,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"120","AR","2020","33",20.8531144714286,2020-08-10,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"121","AR","2020","34",15.9610587647817,2020-08-17,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"122","AR","2020","35",18.8561224028439,2020-08-24,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"123","AR","2020","36",20.4926685718386,2020-08-31,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"124","AR","2020","37",18.3340506618793,2020-09-07,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"125","AR","2020","38",29.1548667285714,2020-09-14,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"126","AR","2020","39",26.9969251089721,2020-09-21,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"127","AR","2020","40",27.2796012639347,2020-09-28,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"128","AR","2020","41",25.868249272348,2020-10-05,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"129","AR","2020","42",29.4578306714286,2020-10-12,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"130","AR","2020","43",30.8029092857143,2020-10-19,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"131","AR","2020","44",33.0528221036509,2020-10-26,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"132","AR","2020","45",36.7654825854041,2020-11-02,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"133","AR","2020","46",49.7226000179234,2020-11-09,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"134","AR","2020","47",55.3598928633034,2020-11-16,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"135","AR","2020","48",56.6184103759297,2020-11-23,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"136","AR","2020","49",59.2294453658546,2020-11-30,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"137","AR","2020","50",70.0022470725367,2020-12-07,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"138","AR","2020","51",73.057584053754,2020-12-14,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"139","AR","2020","52",72.9487063968313,2020-12-21,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"140","AR","2020","53",66.3928851196813,2020-12-28,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"141","AR","2021","01",94.7837485503373,2021-01-04,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"142","AR","2021","02",90.3042106655251,2021-01-11,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"143","AR","2021","03",66.4309246807173,2021-01-18,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"144","AR","2021","04",57.0079354175149,2021-01-25,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"145","AR","2021","05",55.0643677792633,2021-02-01,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"146","AR","2021","06",40.0203158857143,2021-02-08,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"147","AR","2021","07",18.0175615714286,2021-02-15,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"148","AR","2021","08",18.3435182857143,2021-02-22,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"149","AR","2021","09",32.2467217,2021-03-01,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"150","AR","2021","53",82.4408994720913,2021-01-01,1,56.67,0.09015122,17.2,43.5,0.77,0.15,0.01,0.02,0,0.03,0,1,0,0,0,0,0,0,1,1
"151","AZ","2020","14",2.27748143761364,2020-04-01,1,62.91,0.13953561,14,39.1,0.77,0.05,0.05,0.03,0,0.07,1,0,0,0,0,0,0,0,1,0
"152","AZ","2020","15",2.61006976692093,2020-04-06,1,62.91,0.13953561,14,39.1,0.77,0.05,0.05,0.03,0,0.07,1,0,0,1,1,1,1,0,1,0
"153","AZ","2020","16",2.53184337687143,2020-04-13,1,62.91,0.13953561,14,39.1,0.77,0.05,0.05,0.03,0,0.07,1,0,0,1,1,1,1,0,1,0
"154","AZ","2020","17",2.9560603236274,2020-04-20,1,62.91,0.13953561,14,39.1,0.77,0.05,0.05,0.03,0,0.07,1,0,0,1,1,1,1,0,1,0
"155","AZ","2020","18",3.66963079916867,2020-04-27,1,62.91,0.13953561,14,39.1,0.77,0.05,0.05,0.03,0,0.07,1,0,0,1,1,1,1,0,1,0
