Date,State,day_care_closed,restaurants_closed,gyms_closed,movie_theatres_closed,bars_closed,casinos_closed,schools_closed,nusring_home_visits_banned
2/8/2021,WI,0,0,0,0,0,0,1,0
9/13/2020,AZ,0,0,1,1,1,0,1,0
12/15/2020,NV,0,0,0,0,0,0,1,0
10/31/2020,OR,0,0,0,1,0,0,1,1
4/4/2020,IN,0,1,0,0,1,1,1,0
2/12/2020,WI,0,0,0,0,0,0,0,0
9/19/2020,CA,0,1,1,1,1,0,1,0
6/23/2020,NE,0,0,1,1,1,0,1,0
8/7/2020,WY,0,0,0,0,0,0,1,0
2/15/2021,IN,0,0,0,0,0,0,1,0
12/25/2020,RI,0,0,1,1,0,1,0,1
5/31/2020,KY,1,1,1,1,1,0,1,0
4/5/2020,AL,1,1,0,0,1,0,1,1
9/1/2020,OR,0,0,0,1,0,0,1,1
4/8/2020,MT,0,1,1,1,1,1,1,1
2/20/2021,NE,0,0,1,0,0,0,1,0
1/13/2021,LA,0,0,0,0,1,0,1,1
2/18/2020,WA,0,0,0,0,0,0,0,0
7/20/2020,RI,0,0,0,0,0,0,0,1
12/3/2020,NE,0,0,1,0,0,0,1,0
10/5/2020,CA,0,1,1,1,1,0,1,0
8/5/2020,AL,0,0,0,0,0,0,1,1
8/22/2020,MI,0,0,1,1,1,0,1,1
2/12/2020,AL,0,0,0,0,0,0,0,0
8/2/2020,AZ,0,0,1,1,1,0,1,0
10/22/2020,NV,0,0,0,0,0,0,1,0
1/28/2021,ME,0,0,0,0,0,0,1,0
4/7/2020,AZ,0,1,1,1,1,0,1,0
2/18/2021,MN,0,1,1,1,1,0,1,0
5/1/2020,CA,0,1,1,1,1,0,1,0
4/19/2020,DC,0,1,1,1,1,0,1,0
2/1/2020,VT,0,0,0,0,0,0,0,0
11/30/2020,VT,0,0,0,0,0,0,1,1
7/15/2020,WY,0,0,0,0,0,0,1,0
8/17/2020,VT,0,0,0,0,0,0,1,1
8/6/2020,NE,0,0,1,0,0,0,1,0
6/4/2020,AL,1,0,0,1,0,1,1,1
2/28/2021,LA,0,0,0,0,1,0,1,1
12/27/2020,VA,0,0,0,0,0,0,1,0
8/26/2020,KY,0,0,0,0,0,0,1,0
5/9/2020,SC,0,1,1,1,1,1,1,1
7/1/2020,ND,0,0,0,0,0,0,1,1
2/8/2021,IN,0,0,0,0,0,0,1,0
10/1/2020,DE,0,0,0,0,0,0,1,0
10/17/2020,VT,0,0,0,0,0,0,1,1
11/27/2020,OR,0,0,0,1,0,0,1,1
6/13/2020,RI,1,0,1,1,1,1,0,1
10/21/2020,RI,0,0,0,0,0,0,0,1
1/5/2021,WY,0,0,0,0,0,0,1,0
6/24/2020,MD,1,0,1,1,1,1,1,1
2/8/2021,MO,0,0,0,1,0,0,1,1
5/4/2020,ID,0,1,1,1,1,0,1,0
8/16/2020,NC,0,0,1,1,1,0,1,1
12/5/2020,CT,0,0,0,0,1,0,1,1
10/10/2020,SC,0,0,0,0,0,0,1,1
3/3/2021,MI,0,0,0,0,1,0,1,1
2/4/2020,NE,0,0,0,0,0,0,0,0
12/28/2020,NE,0,0,1,0,0,0,1,0
2/19/2021,AZ,0,0,1,1,1,0,1,0
12/16/2020,DC,0,0,0,0,0,0,1,0
7/15/2020,ND,0,0,0,0,0,0,1,1
1/13/2021,MI,0,0,0,0,1,0,1,1
6/21/2020,NJ,1,1,1,1,1,1,1,0
6/1/2020,WI,0,0,0,0,0,0,1,0
10/2/2020,WA,0,0,0,1,0,0,1,1
4/11/2020,MI,1,1,1,1,1,1,1,1
2/11/2021,WA,0,1,1,1,1,0,1,1
6/12/2020,SC,0,0,0,1,0,0,1,1
2/3/2020,RI,0,0,0,0,0,0,0,0
5/25/2020,WI,0,1,1,1,1,0,1,0
9/9/2020,NV,0,0,0,0,0,0,1,0
1/11/2021,IL,0,1,0,1,1,1,1,0
5/16/2020,CA,0,1,1,1,1,0,1,0
12/3/2020,NC,0,0,0,1,1,0,1,1
2/19/2021,KY,0,0,0,0,0,0,1,0
2/26/2021,SC,0,0,0,0,0,0,1,1
11/26/2020,MO,0,0,0,1,0,0,1,1
1/21/2021,NV,0,0,0,0,0,0,1,0
11/22/2020,MI,0,0,0,0,1,0,1,1
5/6/2020,OR,1,1,1,1,1,0,1,1
5/6/2020,VA,0,1,1,1,1,0,1,0
10/10/2020,MS,0,0,0,0,0,0,1,1
6/14/2020,WY,0,0,0,0,0,0,1,0
12/6/2020,RI,0,0,0,0,0,0,0,1
11/7/2020,MO,0,0,0,1,0,0,1,1
3/4/2020,NJ,0,0,0,0,0,0,0,0
7/6/2020,LA,0,0,0,0,0,0,1,1
1/21/2021,WA,0,1,1,1,1,0,1,1
5/26/2020,AL,1,0,0,1,0,1,1,1
2/6/2021,MO,0,0,0,1,0,0,1,1
10/25/2020,RI,0,0,0,0,0,0,0,1
11/10/2020,NH,0,0,0,0,0,0,1,1
12/9/2020,MD,0,0,0,0,0,0,1,1
1/16/2021,IN,0,0,0,0,0,0,1,0
10/3/2020,MD,0,0,0,0,0,0,1,1
2/22/2020,NH,0,0,0,0,0,0,0,0
1/7/2021,WA,0,1,1,1,1,0,1,1
11/12/2020,WY,0,0,0,0,0,0,1,0
2/21/2020,MN,0,0,0,0,0,0,0,0
4/15/2020,CA,0,1,1,1,1,0,1,0
6/1/2020,KY,1,1,1,1,1,0,1,0
3/5/2020,MD,0,0,0,0,0,0,0,0
11/1/2020,CA,0,1,1,1,1,0,1,0
2/14/2020,ND,0,0,0,0,0,0,0,0
12/12/2020,MS,0,0,0,0,0,0,1,1
5/23/2020,MS,0,0,1,1,1,1,1,1
2/15/2020,MT,0,0,0,0,0,0,0,0
11/6/2020,MD,0,0,0,0,0,0,1,1
1/17/2021,WY,0,0,0,0,0,0,1,0
9/11/2020,NC,0,0,1,1,1,0,1,1
7/21/2020,WI,0,0,0,0,0,0,1,0
1/13/2021,MO,0,0,0,1,0,0,1,1
8/2/2020,NC,0,0,1,1,1,0,1,1
3/14/2020,NV,0,0,0,0,0,0,0,0
8/14/2020,NH,0,0,0,0,0,0,1,1
1/8/2021,WA,0,1,1,1,1,0,1,1
9/23/2020,CA,0,1,1,1,1,0,1,0
12/16/2020,MT,0,0,0,0,0,0,1,1
11/10/2020,DC,0,0,0,0,0,0,1,0
7/7/2020,IN,0,0,0,0,0,0,1,0
10/13/2020,CT,0,0,0,0,1,0,1,1
5/22/2020,ND,0,0,0,0,0,0,1,1
8/11/2020,WY,0,0,0,0,0,0,1,0
12/29/2020,WI,0,0,0,0,0,0,1,0
3/4/2021,DE,0,0,0,0,0,0,1,0
5/14/2020,WI,0,1,1,1,1,0,1,0
4/21/2020,NV,0,1,1,1,1,1,1,0
4/4/2020,DC,0,1,1,1,1,0,1,0
10/31/2020,MO,0,0,0,1,0,0,1,1
3/31/2020,NC,0,0,0,0,1,0,1,0
9/22/2020,AL,0,0,0,0,0,0,1,1
9/26/2020,RI,0,0,0,0,0,0,0,1
10/4/2020,NJ,0,0,0,0,0,0,1,1
6/3/2020,ND,0,0,0,0,0,0,1,1
9/15/2020,VT,0,0,0,0,0,0,1,1
2/24/2021,WI,0,0,0,0,0,0,1,0
3/2/2020,WI,0,0,0,0,0,0,0,0
12/17/2020,VT,0,0,0,0,0,0,1,1
10/21/2020,DE,0,0,0,0,0,0,1,0
2/13/2020,ND,0,0,0,0,0,0,0,0
2/26/2021,MT,0,0,0,0,0,0,1,1
10/25/2020,IL,0,0,0,0,0,0,1,0
9/5/2020,WI,0,0,0,0,0,0,1,0
12/17/2020,AL,0,0,0,0,0,0,1,1
7/7/2020,SC,0,0,0,1,0,0,1,1
2/17/2020,ME,0,0,0,0,0,0,0,0
5/14/2020,VT,1,1,1,1,1,0,1,1
12/8/2020,WI,0,0,0,0,0,0,1,0
7/19/2020,IL,0,0,0,0,0,0,1,0
10/24/2020,NE,0,0,1,0,0,0,1,0
11/6/2020,NH,0,0,0,0,0,0,1,1
8/28/2020,MI,0,0,1,1,1,0,1,1
3/9/2020,MD,0,0,0,0,0,0,0,0
8/16/2020,MI,0,0,1,1,1,1,1,1
4/17/2020,KY,1,1,1,1,1,0,1,0
4/24/2020,ND,0,1,1,1,1,0,1,1
8/2/2020,OR,0,0,0,1,0,0,1,1
9/7/2020,OR,0,0,0,1,0,0,1,1
7/2/2020,MS,0,0,0,0,0,0,1,1
8/10/2020,VT,0,0,0,0,0,0,1,1
10/26/2020,WY,0,0,0,0,0,0,1,0
2/11/2020,IL,0,0,0,0,0,0,0,0
11/6/2020,AL,0,0,0,0,0,0,1,1
2/17/2021,ID,0,0,0,0,0,0,1,0
3/4/2020,DC,0,0,0,0,0,0,0,0
7/24/2020,AL,0,0,0,0,0,0,1,1
5/20/2020,AZ,0,1,1,1,1,0,1,0
7/15/2020,WI,0,0,0,0,0,0,1,0
10/9/2020,CA,0,1,1,1,1,0,1,0
2/14/2020,MT,0,0,0,0,0,0,0,0
5/20/2020,OR,1,1,1,1,1,0,1,1
11/16/2020,KY,0,0,0,0,0,0,1,0
8/25/2020,NV,0,0,0,0,0,0,1,0
3/4/2020,ME,0,0,0,0,0,0,0,0
8/23/2020,AL,0,0,0,0,0,0,1,1
7/16/2020,CT,0,0,0,0,1,0,1,1
11/16/2020,DC,0,0,0,0,0,0,1,0
1/27/2021,CA,0,1,1,1,1,0,1,0
3/25/2020,ID,0,0,0,0,0,0,0,0
1/2/2021,KY,0,0,0,0,0,0,1,0
7/19/2020,LA,0,0,0,0,0,0,1,1
6/4/2020,ND,0,0,0,0,0,0,1,1
1/12/2021,MN,0,1,1,1,1,0,1,0
5/31/2020,MN,0,1,1,1,1,0,1,0
2/13/2021,IL,0,1,0,1,1,1,1,0
4/19/2020,CA,0,1,1,1,1,0,1,0
3/15/2020,WY,0,0,0,0,0,0,0,0
3/23/2020,IN,0,0,0,0,0,0,0,0
2/28/2020,LA,0,0,0,0,0,0,0,0
11/7/2020,RI,0,0,0,0,0,0,0,1
3/30/2020,IL,0,1,0,0,1,1,0,0
2/24/2020,ME,0,0,0,0,0,0,0,0
11/9/2020,WI,0,0,0,0,0,0,1,0
2/28/2020,KY,0,0,0,0,0,0,0,0
10/18/2020,IL,0,0,0,0,0,0,1,0
10/4/2020,DE,0,0,0,0,0,0,1,0
6/7/2020,WY,0,0,0,0,0,0,1,0
2/2/2020,NH,0,0,0,0,0,0,0,0
2/16/2020,WY,0,0,0,0,0,0,0,0
7/2/2020,RI,0,0,0,1,0,0,0,1
8/24/2020,MN,0,0,0,0,0,0,1,0
6/16/2020,WA,0,1,1,1,1,0,1,1
2/19/2020,VT,0,0,0,0,0,0,0,0
3/20/2020,SC,0,0,0,0,0,0,0,0
1/29/2021,MT,0,0,0,0,0,0,1,1
1/5/2021,RI,0,0,0,0,0,0,0,1
4/7/2020,NH,0,1,0,0,1,0,1,1
5/4/2020,VA,0,1,1,1,1,0,1,0
10/6/2020,RI,0,0,0,0,0,0,0,1
5/12/2020,NH,0,1,1,1,1,0,1,1
3/24/2020,MD,0,0,0,0,0,0,0,0
8/2/2020,NJ,0,0,1,1,0,0,1,1
4/23/2020,ND,0,1,1,1,1,0,1,1
9/24/2020,MN,0,0,0,0,0,0,1,0
9/7/2020,WA,0,0,1,1,0,0,1,1
9/22/2020,WI,0,0,0,0,0,0,1,0
7/6/2020,DE,0,0,0,0,0,0,1,0
3/13/2020,IL,0,0,0,0,0,0,0,0
2/19/2020,CT,0,0,0,0,0,0,0,0
1/22/2020,OR,0,0,0,0,0,0,0,0
9/24/2020,CT,0,0,0,0,1,0,1,1
1/27/2021,MD,0,0,0,0,0,0,1,1
9/30/2020,RI,0,0,0,0,0,0,0,1
12/10/2020,MO,0,0,0,1,0,0,1,1
11/15/2020,MN,0,0,0,0,0,0,1,0
2/15/2020,VA,0,0,0,0,0,0,0,0
11/5/2020,ND,0,0,0,0,0,0,1,1
3/28/2020,IN,0,0,0,0,0,0,0,0
8/19/2020,IL,0,0,0,0,0,0,1,0
1/27/2021,LA,0,0,0,0,1,0,1,1
3/1/2020,ID,0,0,0,0,0,0,0,0
2/8/2021,KY,0,0,0,0,0,0,1,0
10/21/2020,MD,0,0,0,0,0,0,1,1
1/3/2021,RI,0,0,1,1,0,1,0,1
11/28/2020,NE,0,0,1,0,0,0,1,0
1/5/2021,MI,0,0,0,0,1,0,1,1
2/28/2021,VT,0,0,0,0,0,0,1,1
1/23/2020,ID,0,0,0,0,0,0,0,0
3/26/2020,MO,0,0,0,0,0,0,0,0
5/11/2020,IL,1,1,1,1,1,1,1,0
9/29/2020,NC,0,0,0,1,1,0,1,1
9/3/2020,NV,0,0,0,0,0,0,1,0
6/17/2020,WI,0,0,0,0,0,0,1,0
1/14/2021,VT,0,0,0,0,0,0,1,1
4/4/2020,NJ,1,1,1,1,1,1,1,0
8/5/2020,IN,0,0,0,0,0,0,1,0
5/6/2020,MD,1,1,1,1,1,1,1,1
7/10/2020,OR,0,0,0,1,0,0,1,1
10/31/2020,AL,0,0,0,0,0,0,1,1
1/3/2021,WI,0,0,0,0,0,0,1,0
11/8/2020,MN,0,0,0,0,0,0,1,0
8/6/2020,CT,0,0,0,0,1,0,1,1
6/14/2020,ND,0,0,0,0,0,0,1,1
3/18/2020,DC,0,0,0,0,0,0,0,0
10/15/2020,KY,0,0,0,0,0,0,1,0
1/27/2021,NE,0,0,1,0,0,0,1,0
6/19/2020,DE,1,0,0,0,1,0,1,0
2/27/2020,WY,0,0,0,0,0,0,0,0
1/5/2021,MO,0,0,0,1,0,0,1,1
8/31/2020,SC,0,0,0,0,0,0,1,1
6/6/2020,GA,0,0,0,0,1,0,1,1
2/25/2021,VT,0,0,0,0,0,0,1,1
9/15/2020,LA,0,0,0,0,1,0,1,1
9/7/2020,CA,0,1,1,1,1,0,1,0
10/2/2020,KY,0,0,0,0,0,0,1,0
9/25/2020,AL,0,0,0,0,0,0,1,1
1/18/2021,CT,0,0,0,0,1,0,1,1
6/8/2020,AL,0,0,0,0,0,0,1,1
12/2/2020,MO,0,0,0,1,0,0,1,1
4/7/2020,NE,0,0,0,0,0,0,0,0
6/7/2020,NC,0,0,1,1,1,0,1,1
12/13/2020,MD,0,0,0,0,0,0,1,1
7/25/2020,NH,0,0,0,0,0,0,1,1
3/15/2020,AZ,0,0,0,0,0,0,0,0
10/12/2020,DC,0,0,0,0,0,0,1,0
5/11/2020,NC,0,1,1,1,1,0,1,1
9/11/2020,IN,0,0,0,0,0,0,1,0
9/2/2020,RI,0,0,0,0,0,0,0,1
4/22/2020,NC,0,1,1,1,1,0,1,1
4/12/2020,NV,0,1,1,1,1,1,1,0
1/29/2020,IN,0,0,0,0,0,0,0,0
6/5/2020,DC,0,1,1,1,1,0,1,0
8/30/2020,MN,0,0,0,0,0,0,1,0
4/10/2020,MD,0,1,1,1,1,1,1,0
8/15/2020,IL,0,0,0,0,0,0,1,0
1/8/2021,ND,0,0,0,0,0,0,1,1
7/8/2020,IL,0,0,0,1,1,1,1,0
11/12/2020,LA,0,0,0,0,1,0,1,1
6/27/2020,MT,0,0,0,0,0,0,1,1
10/28/2020,MT,0,0,0,0,0,0,1,1
5/20/2020,RI,1,1,1,1,1,1,0,1
5/10/2020,WY,1,1,1,1,1,0,1,0
6/27/2020,NC,0,0,1,1,1,0,1,1
11/27/2020,WI,0,0,0,0,0,0,1,0
2/1/2021,MO,0,0,0,1,0,0,1,1
5/19/2020,ME,0,1,1,1,1,0,1,0
10/22/2020,ID,0,0,0,0,0,0,1,0
11/6/2020,MI,0,0,0,0,1,0,1,1
3/7/2020,ND,0,0,0,0,0,0,0,0
1/4/2021,ME,0,0,0,0,0,0,1,0
7/9/2020,MN,0,0,0,0,0,0,1,0
4/19/2020,MO,0,1,1,1,1,1,1,1
11/21/2020,CA,0,1,1,1,1,0,1,0
10/11/2020,NC,0,0,0,1,1,0,1,1
11/13/2020,ME,0,0,0,0,0,0,1,0
11/24/2020,CA,0,1,1,1,1,0,1,0
10/12/2020,AL,0,0,0,0,0,0,1,1
6/12/2020,LA,0,0,0,0,1,0,1,1
12/17/2020,CT,0,0,0,0,1,0,1,1
3/30/2020,LA,0,0,0,0,0,0,1,1
3/20/2020,NC,0,0,0,0,0,0,0,0
11/11/2020,MO,0,0,0,1,0,0,1,1
3/5/2021,VA,0,0,0,0,0,0,1,0
5/31/2020,ME,0,1,1,1,1,0,1,0
7/26/2020,NE,0,0,1,0,0,0,1,0
7/1/2020,NJ,0,0,1,1,0,1,1,0
11/4/2020,ND,0,0,0,0,0,0,1,1
11/13/2020,ID,0,0,0,0,0,0,1,0
3/16/2020,ME,0,0,0,0,0,0,0,0
4/1/2020,NE,0,0,0,0,0,0,0,0
6/16/2020,SC,0,0,0,1,0,0,1,1
11/15/2020,LA,0,0,0,0,1,0,1,1
6/6/2020,VA,0,1,1,1,1,0,1,0
4/24/2020,WI,0,1,1,1,1,0,1,0
1/6/2021,IL,0,1,0,1,1,1,1,0
12/19/2020,NJ,0,0,0,0,0,0,1,1
8/1/2020,MI,0,0,1,1,0,1,1,1
2/24/2020,NH,0,0,0,0,0,0,0,0
2/6/2021,DC,0,0,0,0,0,0,1,0
10/7/2020,ND,0,0,0,0,0,0,1,1
6/8/2020,VT,1,0,1,1,0,0,1,1
10/26/2020,WA,0,0,0,1,0,0,1,1
8/28/2020,NC,0,0,1,1,1,0,1,1
2/3/2021,DC,0,0,0,0,0,0,1,0
7/29/2020,DE,0,0,0,0,0,0,1,0
6/25/2020,WY,0,0,0,0,0,0,1,0
9/27/2020,MT,0,0,0,0,0,0,1,1
11/1/2020,NC,0,0,0,1,1,0,1,1
1/26/2021,WA,0,1,1,1,1,0,1,1
1/1/2021,SC,0,0,0,0,0,0,1,1
7/9/2020,ID,0,0,0,0,0,0,1,0
2/9/2020,WY,0,0,0,0,0,0,0,0
2/26/2020,RI,0,0,0,0,0,0,0,0
3/5/2020,NC,0,0,0,0,0,0,0,0
10/5/2020,NJ,0,0,0,0,0,0,1,1
8/26/2020,MD,0,0,0,1,0,0,1,1
3/20/2020,RI,0,0,0,0,0,0,0,0
4/12/2020,NJ,1,1,1,1,1,1,1,0
12/7/2020,IN,0,0,0,0,0,0,1,0
1/27/2020,IN,0,0,0,0,0,0,0,0
9/10/2020,NE,0,0,1,0,0,0,1,0
4/15/2020,ME,0,1,1,1,1,0,0,0
2/19/2020,CA,0,0,0,0,0,0,0,0
6/21/2020,IL,0,0,0,1,1,1,1,0
1/22/2021,MI,0,0,0,0,1,0,1,1
2/16/2020,OR,0,0,0,0,0,0,0,0
2/6/2020,NC,0,0,0,0,0,0,0,0
2/24/2020,MT,0,0,0,0,0,0,0,0
3/27/2020,WY,0,0,0,0,0,0,0,0
9/2/2020,MI,0,0,1,1,1,0,1,1
12/4/2020,IN,0,0,0,0,0,0,1,0
1/25/2021,MD,0,0,0,0,0,0,1,1
9/12/2020,ME,0,0,0,0,0,0,1,0
10/23/2020,IL,0,0,0,0,0,0,1,0
11/23/2020,ID,0,0,0,0,0,0,1,0
11/17/2020,NJ,0,0,0,0,0,0,1,1
9/4/2020,DE,0,0,0,0,0,0,1,0
8/18/2020,MD,0,0,0,1,0,0,1,1
8/27/2020,MO,0,0,0,1,0,0,1,1
8/29/2020,NJ,0,0,1,1,0,0,1,1
6/13/2020,IL,0,0,0,1,1,1,1,0
5/6/2020,NV,0,1,1,1,1,1,1,0
12/3/2020,LA,0,0,0,0,1,0,1,1
10/9/2020,SC,0,0,0,0,0,0,1,1
11/17/2020,CA,0,1,1,1,1,0,1,0
9/14/2020,MS,0,0,0,0,0,0,1,1
2/14/2021,AZ,0,0,1,1,1,0,1,0
7/19/2020,KY,0,0,0,0,0,0,1,0
3/13/2020,CT,0,0,0,0,0,0,0,0
10/5/2020,SC,0,0,0,0,0,0,1,1
8/19/2020,KY,0,0,0,0,1,0,1,0
4/4/2020,KY,0,1,1,1,1,0,1,0
7/17/2020,DC,0,0,0,0,0,0,1,0
4/20/2020,DC,0,1,1,1,1,0,1,0
5/10/2020,ND,0,1,1,1,1,0,1,1
12/28/2020,ID,0,0,0,0,0,0,1,0
5/20/2020,NC,0,1,1,1,1,0,1,1
11/20/2020,DE,0,0,0,0,0,0,1,0
12/31/2020,ND,0,0,0,0,0,0,1,1
2/18/2021,WI,0,0,0,0,0,0,1,0
1/31/2021,AZ,0,0,1,1,1,0,1,0
9/14/2020,NC,0,0,1,1,1,0,1,1
5/3/2020,DE,1,1,1,1,1,1,1,0
4/12/2020,OR,1,1,1,1,1,0,1,1
12/16/2020,NH,0,0,0,0,0,0,1,1
12/15/2020,VA,0,0,0,0,0,0,1,0
7/19/2020,NV,0,0,0,0,0,0,1,0
10/6/2020,ND,0,0,0,0,0,0,1,1
2/18/2021,NE,0,0,1,0,0,0,1,0
4/1/2020,WI,0,1,0,0,1,0,1,0
7/19/2020,DC,0,0,0,0,0,0,1,0
9/8/2020,NE,0,0,1,0,0,0,1,0
11/24/2020,NC,0,0,0,1,1,0,1,1
5/20/2020,ID,0,1,1,1,1,0,1,0
2/25/2021,RI,0,0,0,0,0,0,0,1
11/18/2020,AZ,0,0,1,1,1,0,1,0
1/6/2021,CA,0,1,1,1,1,0,1,0
12/25/2020,OR,0,1,1,1,1,0,1,1
2/27/2020,KY,0,0,0,0,0,0,0,0
4/26/2020,NV,0,1,1,1,1,1,1,0
1/24/2021,VT,0,0,0,0,0,0,1,1
6/5/2020,ID,0,0,0,1,1,0,1,0
9/12/2020,WA,0,0,0,1,0,0,1,1
12/16/2020,ID,0,0,0,0,0,0,1,0
5/20/2020,MO,0,0,0,1,0,1,1,1
4/9/2020,OR,1,1,1,1,1,0,1,1
6/10/2020,VA,0,1,1,1,1,0,1,0
9/11/2020,DE,0,0,0,0,0,0,1,0
2/9/2021,NC,0,0,0,1,1,0,1,1
10/27/2020,IN,0,0,0,0,0,0,1,0
5/17/2020,RI,1,1,1,1,1,1,0,1
6/12/2020,ME,0,1,1,1,1,0,1,0
11/16/2020,CA,0,1,1,1,1,0,1,0
2/18/2021,SC,0,0,0,0,0,0,1,1
8/8/2020,MO,0,0,0,1,0,0,1,1
8/14/2020,ND,0,0,0,0,0,0,1,1
4/30/2020,DC,0,1,1,1,1,0,1,0
5/3/2020,MD,1,1,1,1,1,1,1,1
6/18/2020,VT,0,0,0,0,0,0,1,1
6/26/2020,RI,0,0,0,1,0,0,0,1
7/19/2020,WA,0,0,1,1,0,0,1,1
6/3/2020,SC,0,0,0,1,0,1,1,1
8/29/2020,ME,0,0,0,0,0,0,1,0
2/11/2020,MT,0,0,0,0,0,0,0,0
10/28/2020,NC,0,0,0,1,1,0,1,1
6/29/2020,MS,0,0,0,0,0,0,1,1
3/14/2020,ME,0,0,0,0,0,0,0,0
8/12/2020,IN,0,0,0,0,0,0,1,0
9/26/2020,WY,0,0,0,0,0,0,1,0
8/18/2020,LA,0,0,0,0,1,0,1,1
3/11/2020,MD,0,0,0,0,0,0,0,0
6/14/2020,VT,1,0,1,1,0,0,1,1
10/9/2020,CT,0,0,0,0,1,0,1,1
5/6/2020,WI,0,1,1,1,1,0,1,0
9/9/2020,AZ,0,0,1,1,1,0,1,0
9/23/2020,NV,0,0,0,0,0,0,1,0
2/11/2021,NV,0,0,0,0,0,0,1,0
7/30/2020,IN,0,0,0,0,0,0,1,0
2/26/2020,MI,0,0,0,0,0,0,0,0
4/2/2020,ME,0,1,0,0,1,0,0,0
5/15/2020,MI,1,1,1,1,1,1,1,1
2/1/2021,NV,0,0,0,0,0,0,1,0
5/9/2020,KY,1,1,1,1,1,0,1,0
1/13/2021,WA,0,1,1,1,1,0,1,1
5/28/2020,NJ,1,1,1,1,1,1,1,0
4/13/2020,MI,1,1,1,1,1,1,1,1
1/24/2021,MO,0,0,0,1,0,0,1,1
8/13/2020,MN,0,0,0,0,0,0,1,0
10/24/2020,MN,0,0,0,0,0,0,1,0
5/18/2020,VA,0,1,1,1,1,0,1,0
7/13/2020,NV,0,0,0,0,0,0,1,0
2/16/2021,AL,0,0,0,0,0,0,1,1
2/27/2020,NE,0,0,0,0,0,0,0,0
2/9/2021,WA,0,1,1,1,1,0,1,1
12/8/2020,NC,0,0,0,1,1,0,1,1
10/26/2020,DE,0,0,0,0,0,0,1,0
12/26/2020,LA,0,0,0,0,1,0,1,1
3/29/2020,NC,0,0,0,0,0,0,0,0
1/31/2020,NC,0,0,0,0,0,0,0,0
11/2/2020,AL,0,0,0,0,0,0,1,1
5/1/2020,RI,1,1,1,1,1,1,0,1
12/14/2020,NC,0,0,0,1,1,0,1,1
2/16/2020,VT,0,0,0,0,0,0,0,0
1/31/2020,IL,0,0,0,0,0,0,0,0
6/21/2020,WA,0,1,1,1,1,0,1,1
6/25/2020,CA,0,0,1,1,1,0,1,0
6/28/2020,MN,0,0,0,0,0,0,1,0
5/17/2020,MI,1,1,1,1,1,1,1,1
5/12/2020,WY,1,1,1,1,1,0,1,0
12/29/2020,ME,0,0,0,0,0,0,1,0
5/12/2020,AZ,0,1,1,1,1,0,1,0
5/23/2020,DC,0,1,1,1,1,0,1,0
1/15/2021,WA,0,1,1,1,1,0,1,1
11/20/2020,MD,0,0,0,0,0,0,1,1
5/7/2020,MT,0,1,1,1,1,1,1,1
7/21/2020,MT,0,0,0,0,0,0,1,1
12/13/2020,WI,0,0,0,0,0,0,1,0
6/7/2020,KY,1,0,1,1,1,0,1,0
8/13/2020,MS,0,0,0,0,0,0,1,1
5/20/2020,NJ,1,1,1,1,1,1,1,0
2/11/2021,CA,0,1,1,1,1,0,1,0
2/16/2021,MS,0,0,0,0,0,0,1,1
6/20/2020,RI,0,0,0,1,0,1,0,1
7/29/2020,WA,0,0,1,1,0,0,1,1
5/23/2020,CA,0,1,1,1,1,0,1,0
2/16/2021,KY,0,0,0,0,0,0,1,0
9/15/2020,KY,0,0,0,0,0,0,1,0
5/28/2020,MI,1,1,1,1,1,1,1,1
2/1/2020,KY,0,0,0,0,0,0,0,0
9/30/2020,KY,0,0,0,0,0,0,1,0
12/26/2020,DE,0,0,0,0,0,0,1,0
4/7/2020,WA,0,1,1,1,1,0,1,1
10/28/2020,WI,0,0,0,0,0,0,1,0
10/2/2020,RI,0,0,0,0,0,0,0,1
10/30/2020,MO,0,0,0,1,0,0,1,1
5/24/2020,OR,1,1,1,1,1,0,1,1
3/26/2020,OR,0,0,0,0,0,0,0,0
4/6/2020,ID,0,0,0,0,0,0,0,0
11/27/2020,CA,0,1,1,1,1,0,1,0
7/10/2020,KY,0,0,0,0,1,0,1,0
4/17/2020,SC,0,1,1,1,1,1,1,1
10/30/2020,KY,0,0,0,0,0,0,1,0
11/20/2020,VA,0,0,0,0,0,0,1,0
3/3/2020,ND,0,0,0,0,0,0,0,0
9/20/2020,LA,0,0,0,0,1,0,1,1
5/11/2020,KY,1,1,1,1,1,0,1,0
9/9/2020,WA,0,0,1,1,0,0,1,1
5/15/2020,OR,1,1,1,1,1,0,1,1
2/8/2021,NH,0,0,0,0,0,0,1,1
4/29/2020,MD,1,1,1,1,1,1,1,1
12/29/2020,AL,0,0,0,0,0,0,1,1
12/31/2020,MT,0,0,0,0,0,0,1,1
2/28/2021,RI,0,0,0,0,0,0,0,1
4/21/2020,MN,0,1,1,1,1,0,1,0
5/25/2020,MD,1,1,1,1,1,1,1,1
8/16/2020,DE,0,0,0,0,0,0,1,0
7/7/2020,AZ,0,0,0,0,0,0,1,0
3/7/2020,MT,0,0,0,0,0,0,0,0
12/25/2020,ND,0,0,0,0,0,0,1,1
2/18/2020,VA,0,0,0,0,0,0,0,0
11/14/2020,SC,0,0,0,0,0,0,1,1
2/7/2021,NV,0,0,0,0,0,0,1,0
12/11/2020,LA,0,0,0,0,1,0,1,1
3/16/2020,MS,0,0,0,0,0,0,0,0
