"","submission_date","state","political.party.affilation","Total.population","day_care_closed","restaurants_closed","gyms_closed","movie_theatres_closed","bars_closed","casinos_closed","schools_closed","nusring_home_visits_banned","new_deaths_per_100k","new_cases_per_100k","log_new_deaths_per_100k","log_new_cases_per_100k","per.male","per.female","per.65.and.over","per.white","per.black","per.amer.ind","per.asian","per.pac.isl","pop.dens"
"4737","2020-11-17","NV","DEMOCRAT","2972382","0","0","0","0","0","0","1","0",0.908362384108099,57.0922579937572,-0.0961118785600024,4.0446685206699,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4738","2020-07-04","WY","REPUBLICAN","581024","0","0","0","0","0","0","1","0",0,4.13063832130859,-Inf,1.41843195224778,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4739","2020-10-27","NV","DEMOCRAT","2972382","0","0","0","0","0","0","1","0",0.235501358842841,24.4584982683922,-1.44603859550902,3.19697773296919,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4740","2020-05-13","IL","DEMOCRAT","12770631","1","1","1","1","1","1","1","0",1.49561912798201,13.1316925530148,0.40254025354292,2.5750285873195,49.1,50.9,15.2,71.5,14.2,0.3,5.5,0,230.022712945118
"4741","2020-06-11","NH","DEMOCRAT","1348124","0","0","1","1","1","0","1","1",0.519240069904549,2.29949173814872,-0.655388940328763,0.83268811510107,49.5,50.5,17.5,92.9,1.6,0.2,2.7,0,150.577906846867
"4742","2020-01-25","OR","DEMOCRAT","4129803","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4743","2020-09-07","ID","REPUBLICAN","1717750","0","0","0","0","0","0","1","0",0,4.30796099548828,-Inf,1.46046470528108,50.1,49.9,15.4,90,0.7,1.3,1.4,0.2,20.785184468134
"4744","2021-01-08","OR","DEMOCRAT","4129803","0","1","1","1","1","0","1","1",0.169499610514109,42.6654733894086,-1.77490465001613,3.75339000742468,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4745","2020-08-20","SC","REPUBLICAN","5020806","0","0","0","0","0","0","1","1",0.478010901038598,19.1005189206673,-0.738121741230643,2.94971550330485,48.5,51.5,17.2,67.2,26.8,0.4,1.6,0.1,167.020591464023
"4746","2020-04-15","KY","REPUBLICAN","4449052","1","1","1","1","1","0","1","0",0.157336888847332,1.8206125709477,-1.84936598371411,0.599173021903013,49.2,50.8,16,87,8.1,0.2,1.5,0.1,112.674162994479
"4747","2020-12-28","MO","REPUBLICAN","6104910","0","0","0","1","0","0","1","1",0,0,-Inf,-Inf,49.1,50.9,16.5,82.2,11.5,0.4,2,0.1,88.8090250501877
"4748","2020-09-04","CA","DEMOCRAT","39283497","0","1","1","1","1","0","1","0",0.414932509699938,12.997824506306,-0.879639399205745,2.56478199778892,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4749","2020-07-25","CT","DEMOCRAT","3575074","0","0","0","0","1","0","1","1",0,0,-Inf,-Inf,48.8,51.2,16.8,75.9,10.7,0.3,4.5,0,738.346551011978
"4750","2020-03-27","IL","DEMOCRAT","12770631","0","0","0","0","0","0","0","0",0.0626437331091941,3.82126771966084,-2.77029163282387,1.34058223134944,49.1,50.9,15.2,71.5,14.2,0.3,5.5,0,230.022712945118
"4751","2020-04-25","OR","DEMOCRAT","4129803","1","1","1","1","1","0","1","1",0.0242142300734442,1.84028148558176,-3.72081479907145,0.609918541214883,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4752","2020-08-15","DE","DEMOCRAT","957248","0","0","0","0","0","0","1","0",0,5.7456374941499,-Inf,1.7484408701837,48.4,51.6,18.2,68.8,22.2,0.4,3.9,0.1,491.148281169831
"4753","2020-04-24","WY","REPUBLICAN","581024","1","1","1","1","1","0","1","0",0,3.44219860109049,-Inf,1.23611039545383,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4754","2020-07-17","WY","REPUBLICAN","581024","0","0","0","0","0","0","1","0",0,7.40072699234455,-Inf,2.0015782375934,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4755","2021-01-04","CA","DEMOCRAT","39283497","0","1","1","1","1","0","1","0",0.246923027244749,75.4337120241612,-1.39867862150912,4.32325428416419,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4756","2020-07-27","SC","REPUBLICAN","5020806","0","0","0","1","0","0","1","1",0.856436197694155,24.2391361068322,-0.154975455885026,3.18796852140894,48.5,51.5,17.2,67.2,26.8,0.4,1.6,0.1,167.020591464023
"4757","2021-03-04","ID","REPUBLICAN","1717750","0","0","0","0","0","0","1","0",0,17.4064910493378,-Inf,2.85684318546759,50.1,49.9,15.4,90,0.7,1.3,1.4,0.2,20.785184468134
"4758","2020-03-12","MT","REPUBLICAN","1050649","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,50.3,49.7,18.2,88.5,0.5,6.4,0.8,0.1,7.21867313426683
"4759","2020-07-28","VA","DEMOCRAT","8454463","0","0","0","0","0","0","1","0",0.354842170342457,11.8162442724038,-1.03608217895105,2.46947521803535,49.2,50.8,15,67.6,19.2,0.3,6.4,0.1,214.091238288174
"4760","2020-04-11","IN","REPUBLICAN","6665703","0","1","1","1","1","1","1","0",0.750108428173292,7.92114500150997,-0.287537512003423,2.06953576627469,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4761","2020-12-07","WY","REPUBLICAN","581024","0","0","0","0","0","0","1","0",3.95852839125406,114.969433276422,1.37587233782898,4.74466629543648,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4762","2020-08-12","NJ","DEMOCRAT","8878503","0","0","1","1","0","0","1","1",-0.0563158000847665,5.83431688878181,NA,1.76375718755383,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4763","2020-05-20","IN","REPUBLICAN","6665703","0","1","1","1","1","1","1","0",0.600086742538634,8.53623391261207,-0.510681063317633,2.14431991669476,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4764","2020-12-02","MI","DEMOCRAT","9965265","0","0","0","0","1","0","1","1",0.832893054023149,74.5890851873984,-0.182850031584381,4.31199418534431,49.2,50.8,16.7,78.4,13.8,0.5,3.1,0,176.254709138825
"4765","2020-10-29","CA","DEMOCRAT","39283497","0","1","1","1","1","0","1","0",0.16800948245519,10.6686021359045,-1.78373485798608,2.36730504791256,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4766","2020-07-30","MO","REPUBLICAN","6104910","0","0","0","1","0","0","1","1",0.21294335215425,34.136457376112,-1.54672910097177,3.53036594443995,49.1,50.9,16.5,82.2,11.5,0.4,2,0.1,88.8090250501877
"4767","2020-11-19","WA","DEMOCRAT","7404107","0","0","0","1","0","0","1","1",0.148566194410751,26.8364571176511,-1.90672466645026,3.28976130330319,50,50,15.1,75.4,3.8,1.3,8.5,0.7,111.413672204165
"4768","2020-07-08","IN","REPUBLICAN","6665703","0","0","0","0","0","0","1","0",0.225032528451988,6.55594766223458,-1.49151031632936,1.88037267766402,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4769","2021-03-03","LA","REPUBLICAN","4664362","0","0","0","0","1","0","1","1",0.45022234552121,10.7195796552669,-0.798013717087311,2.37207194361146,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4770","2020-12-13","MS","REPUBLICAN","2984418","0","0","0","0","0","0","1","1",0.167536853081572,55.2201467756862,-1.78655193352007,4.01132786451525,48.5,51.5,15.4,58.4,37.7,0.5,1,0,63.6024550859919
"4771","2020-02-28","AL","REPUBLICAN","4876250","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.4,51.6,16.5,68.1,26.6,0.5,1.4,0,96.2829499457005
"4772","2020-05-10","MT","REPUBLICAN","1050649","0","1","1","1","1","1","1","1",0,0,-Inf,-Inf,50.3,49.7,18.2,88.5,0.5,6.4,0.8,0.1,7.21867313426683
"4773","2020-12-11","NV","DEMOCRAT","2972382","0","0","0","0","0","0","1","0",1.51393730684683,93.6286116656607,0.414713745205988,4.53933601696156,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4774","2020-03-30","AL","REPUBLICAN","4876250","0","0","0","0","0","0","0","0",0.0410151243270956,2.39938477313509,-3.19381439427283,0.875212359964981,48.4,51.6,16.5,68.1,26.6,0.5,1.4,0,96.2829499457005
"4775","2020-05-24","NJ","DEMOCRAT","8878503","1","1","1","1","1","1","1","0",0.585684320881572,11.8826338178857,-0.534974336124228,2.47507799120451,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4776","2021-01-12","DE","DEMOCRAT","957248","0","0","0","0","0","0","1","0",0.522330681286354,64.6645383432507,-0.64945440261467,4.16921295763583,48.4,51.6,18.2,68.8,22.2,0.4,3.9,0.1,491.148281169831
"4777","2020-07-27","NE","REPUBLICAN","1914571","0","0","1","0","0","0","1","0",0.0522310219887379,14.154606958948,-2.9520786696425,2.6500401512372,49.9,50.1,15.4,87.1,4.8,0.9,2.4,0.1,24.9215219202333
"4778","2020-02-01","IL","DEMOCRAT","12770631","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.1,50.9,15.2,71.5,14.2,0.3,5.5,0,230.022712945118
"4779","2021-02-11","NE","REPUBLICAN","1914571","0","0","1","0","0","0","1","0",0.835696351819807,42.254896788889,-0.179489947402718,3.74372024741599,49.9,50.1,15.4,87.1,4.8,0.9,2.4,0.1,24.9215219202333
"4780","2021-02-03","MD","DEMOCRAT","6018848","0","0","0","0","0","0","1","1",0.515048726932463,25.8188942468725,-0.663493767391315,3.25110655905113,48.5,51.5,15,55.5,29.9,0.3,6.3,0.1,620.052333367673
"4781","2020-04-29","LA","REPUBLICAN","4664362","0","1","1","1","1","1","1","1",0.943323009663487,8.01824558213964,-0.0583465208924729,2.0817196426038,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4782","2020-03-25","VT","DEMOCRAT","624313","0","0","0","0","0","0","0","0",0.160176065531232,4.48492983487449,-1.83148165918493,1.50072285099028,49.3,50.7,18.8,94.2,1.4,0.3,1.7,0.1,67.7349462948899
"4783","2020-02-09","OR","DEMOCRAT","4129803","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4784","2020-10-18","MD","DEMOCRAT","6018848","0","0","0","0","0","0","1","1",0.06645790024935,8.25739410598174,-2.71118661075657,2.11110905422017,48.5,51.5,15,55.5,29.9,0.3,6.3,0.1,620.052333367673
"4785","2020-04-22","WI","DEMOCRAT","5790716","0","1","1","1","1","0","1","0",0.0690760866186496,3.88552987229904,-2.67254667729893,1.3572593637856,49.7,50.3,16.5,85.4,6.4,0.9,2.8,0,106.92263377525
"4786","2020-09-10","NJ","DEMOCRAT","8878503","0","0","1","1","0","0","1","1",0.0563158000847665,5.35000100805282,-2.87678014227156,1.67709674932899,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4787","2020-11-27","VT","DEMOCRAT","624313","0","0","0","0","0","0","1","1",0,15.857430487592,-Inf,2.76363819094966,49.3,50.7,18.8,94.2,1.4,0.3,1.7,0.1,67.7349462948899
"4788","2020-10-02","MI","DEMOCRAT","9965265","0","0","0","1","1","0","1","1",0.0802788485805445,9.87429837540698,-2.52224909770114,2.28993525767127,49.2,50.8,16.7,78.4,13.8,0.5,3.1,0,176.254709138825
"4789","2020-08-21","AL","REPUBLICAN","4876250","0","0","0","0","0","0","1","1",0.451166367598052,24.2604460394771,-0.795919121474459,3.18884728914561,48.4,51.6,16.5,68.1,26.6,0.5,1.4,0,96.2829499457005
"4790","2020-06-29","NH","DEMOCRAT","1348124","0","0","0","1","1","0","1","1",0,0.964302986965591,-Inf,-0.0363497319225394,49.5,50.5,17.5,92.9,1.6,0.2,2.7,0,150.577906846867
"4791","2020-03-25","CA","DEMOCRAT","39283497","0","0","0","0","0","0","0","0",0.0330927768472343,1.19897676115749,-3.40844024255097,0.181468494003911,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4792","2021-01-06","MN","DEMOCRAT","5563378","0","1","1","1","1","0","1","0",1.36607650963138,41.8091310710867,0.311942769559145,3.73311476235142,49.8,50.2,15.4,82.8,6.4,1,4.8,0,69.8679844776269
"4793","2020-08-16","WA","DEMOCRAT","7404107","0","0","1","1","0","0","1","1",0.202590265105569,7.77946618005385,-1.59656973814642,2.05148772144726,50,50,15.1,75.4,3.8,1.3,8.5,0.7,111.413672204165
"4794","2020-12-12","IN","REPUBLICAN","6665703","0","0","0","0","0","0","1","0",1.2751843278946,111.031049538211,0.243090739058748,4.7098098877659,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4795","2020-06-21","NH","DEMOCRAT","1348124","0","0","0","1","1","0","1","1",0,1.92860597393118,-Inf,0.656797448637406,49.5,50.5,17.5,92.9,1.6,0.2,2.7,0,150.577906846867
"4796","2020-05-22","LA","REPUBLICAN","4664362","0","0","1","1","1","1","1","1",0.836127213110818,9.02588606973472,-0.178974508681088,2.20009667887165,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4797","2020-08-01","VA","DEMOCRAT","8454463","0","0","0","0","0","0","1","0",0.0354842170342457,11.6033389701983,-3.33866727194509,2.45129289895216,49.2,50.8,15,67.6,19.2,0.3,6.4,0.1,214.091238288174
"4798","2020-12-27","IL","DEMOCRAT","12770631","0","1","0","1","1","1","1","0",0.877012263528717,29.4973678277918,-0.131234303208615,3.38430103318833,49.1,50.9,15.2,71.5,14.2,0.3,5.5,0,230.022712945118
"4799","2020-09-08","VT","DEMOCRAT","624313","0","0","0","0","0","0","1","1",0,0.480528196593696,-Inf,-0.732869370516816,49.3,50.7,18.8,94.2,1.4,0.3,1.7,0.1,67.7349462948899
"4800","2020-03-20","LA","REPUBLICAN","4664362","0","0","0","0","0","0","0","0",0.0857566372421352,3.1086781000274,-2.45624179369084,1.13419758760984,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4801","2021-01-04","VA","DEMOCRAT","8454463","0","0","0","0","0","0","1","0",0.697856268340165,51.7714726529645,-0.359742116707482,3.94683927657769,49.2,50.8,15,67.6,19.2,0.3,6.4,0.1,214.091238288174
"4802","2020-09-30","NE","REPUBLICAN","1914571","0","0","1","0","0","0","1","0",0,27.1601314341437,-Inf,3.30175014193297,49.9,50.1,15.4,87.1,4.8,0.9,2.4,0.1,24.9215219202333
"4803","2020-09-25","WY","REPUBLICAN","581024","0","0","0","0","0","0","1","0",0,19.7926419562703,-Inf,2.98531025026309,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4804","2020-10-07","DC","DEMOCRAT","692683","0","0","0","0","0","0","1","0",0.14436618193315,6.49647818699174,-1.9354022770907,1.87126021267962,47.4,52.6,12.1,41.3,46.3,0.3,4,0.1,11355.4590163934
"4805","2020-04-09","DC","DEMOCRAT","692683","0","1","1","1","1","0","1","0",0.721830909665749,11.9823931004514,-0.325964364656595,2.4834383307059,47.4,52.6,12.1,41.3,46.3,0.3,4,0.1,11355.4590163934
"4806","2020-08-17","CT","DEMOCRAT","3575074","0","0","0","0","1","0","1","1",0.0839143469477834,10.34943612356,-2.47795867955838,2.33693203741178,48.8,51.2,16.8,75.9,10.7,0.3,4.5,0,738.346551011978
"4807","2020-06-22","WI","DEMOCRAT","5790716","0","0","0","0","0","0","1","0",0,4.33452443532026,-Inf,1.46661190071297,49.7,50.3,16.5,85.4,6.4,0.9,2.8,0,106.92263377525
"4808","2020-09-30","ND","REPUBLICAN","756717","0","0","0","0","0","0","1","1",1.32149799726979,49.159725498436,0.278765939563355,3.89507470084246,51.2,48.8,14.9,86.6,2.9,5.3,1.5,0.1,10.966754105013
"4809","2020-01-22","RI","DEMOCRAT","1057231","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.6,51.4,16.8,80.5,6.8,0.5,3.4,0.1,1022.46711798839
"4810","2020-04-14","IN","REPUBLICAN","6665703","0","1","1","1","1","1","1","0",0.555080236848236,4.36563105196856,-0.588642604787344,1.47376274973992,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4811","2020-07-22","WY","REPUBLICAN","581024","0","0","0","0","0","0","1","0",0,8.60549650272622,-Inf,2.15240112732798,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4812","2021-01-11","RI","DEMOCRAT","1057231","0","0","0","0","0","0","0","1",2.93218795135595,283.098017368011,1.0757488854337,5.64579318880125,48.6,51.4,16.8,80.5,6.8,0.5,3.4,0.1,1022.46711798839
"4813","2020-11-24","MI","DEMOCRAT","9965265","0","0","0","0","1","0","1","1",1.54536783517548,68.0563938841566,0.43526196303265,4.2203366833046,49.2,50.8,16.7,78.4,13.8,0.5,3.1,0,176.254709138825
"4814","2020-04-09","MN","DEMOCRAT","5563378","0","1","1","1","1","0","1","0",0.125822836413416,1.68962094612302,-2.07288042167187,0.524504211542818,49.8,50.2,15.4,82.8,6.4,1,4.8,0,69.8679844776269
"4815","2020-08-03","KY","REPUBLICAN","4449052","0","0","0","0","0","0","1","0",0.0449533968135234,7.25997358538403,-3.10212895220948,1.98237619045323,49.2,50.8,16,87,8.1,0.2,1.5,0.1,112.674162994479
"4816","2021-01-04","MN","DEMOCRAT","5563378","0","1","1","1","1","0","1","0",0.233670981910631,56.5124282405402,-1.45384121326565,4.03446058282191,49.8,50.2,15.4,82.8,6.4,1,4.8,0,69.8679844776269
"4817","2020-04-07","WY","REPUBLICAN","581024","1","1","1","1","1","0","1","0",0,1.54898937049072,-Inf,0.437602699236054,51,49,15.7,91.4,1,2.4,0.9,0.1,5.98420071477861
"4818","2020-08-30","LA","REPUBLICAN","4664362","0","0","0","0","1","0","1","1",0.578857301384412,34.8171947203069,-0.546699288806405,3.55011136591089,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4819","2021-01-15","MN","DEMOCRAT","5563378","0","1","1","1","1","0","1","0",0.593164800234678,29.2448221206612,-0.522283009260706,3.37570253649185,49.8,50.2,15.4,82.8,6.4,1,4.8,0,69.8679844776269
"4820","2020-08-21","AZ","DEMOCRAT","7050299","0","0","1","1","1","0","1","0",0.0567351824369435,8.779769482117,-2.86936075914651,2.17245015241819,49.7,50.3,17.1,77.2,4.5,4.5,3.3,0.2,62.065769318802
"4821","2020-11-13","IN","REPUBLICAN","6665703","0","0","0","0","0","0","1","0",0.750108428173292,84.0121439554088,-0.287537512003423,4.43096135929167,49.3,50.7,15.4,83.3,9.4,0.2,2.3,0,186.057695528387
"4822","2020-07-11","MT","REPUBLICAN","1050649","0","0","0","0","0","0","1","1",0.0951792653873939,7.99505829254109,-2.35199316145939,2.07882363738393,50.3,49.7,18.2,88.5,0.5,6.4,0.8,0.1,7.21867313426683
"4823","2021-02-19","MI","DEMOCRAT","9965265","0","0","0","0","1","0","1","1",0.230801689669066,14.7813429948928,-1.46619642345183,2.69336577708165,49.2,50.8,16.7,78.4,13.8,0.5,3.1,0,176.254709138825
"4824","2021-01-12","MO","REPUBLICAN","6104910","0","0","0","1","0","0","1","1",3.34157260303592,34.9063294954389,1.20644153541091,3.55266817366531,49.1,50.9,16.5,82.2,11.5,0.4,2,0.1,88.8090250501877
"4825","2020-04-24","MT","REPUBLICAN","1050649","0","1","1","1","1","1","1","1",0,0,-Inf,-Inf,50.3,49.7,18.2,88.5,0.5,6.4,0.8,0.1,7.21867313426683
"4826","2020-12-30","MN","DEMOCRAT","5563378","0","1","1","1","1","0","1","0",1.18632960046936,35.8954577596561,0.17086417129924,3.58061076268863,49.8,50.2,15.4,82.8,6.4,1,4.8,0,69.8679844776269
"4827","2020-04-06","OR","DEMOCRAT","4129803","0","1","0","0","1","0","1","1",0.0484284601468884,1.54971072470043,-3.0276676185115,0.438068284288224,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4828","2020-04-26","KY","REPUBLICAN","4449052","1","1","1","1","1","0","1","0",0.0674300952202851,3.79856203074273,-2.69666384410132,1.33462258215365,49.2,50.8,16,87,8.1,0.2,1.5,0.1,112.674162994479
"4829","2020-06-02","NV","DEMOCRAT","2972382","0","0","1","1","1","1","1","0",-0.0336430512632629,4.77731327938334,NA,1.56387831303693,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4830","2020-02-15","NJ","DEMOCRAT","8878503","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4831","2020-08-06","OR","DEMOCRAT","4129803","0","0","0","1","0","0","1","1",0.0242142300734442,5.98091482814071,-3.72081479907145,1.78857353755653,49.6,50.4,17.2,84.3,1.9,1.2,4.4,0.4,43.0241592699087
"4832","2020-02-11","AZ","DEMOCRAT","7050299","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.7,50.3,17.1,77.2,4.5,4.5,3.3,0.2,62.065769318802
"4833","2021-01-07","VT","DEMOCRAT","624313","0","0","0","0","0","0","1","1",0.480528196593696,39.2431360551518,-0.732869370516816,3.6697765513598,49.3,50.7,18.8,94.2,1.4,0.3,1.7,0.1,67.7349462948899
"4834","2020-06-03","NJ","DEMOCRAT","8878503","1","1","1","1","1","1","1","0",1.23894760186486,6.09336956917174,0.214262311086761,1.80720122414083,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4835","2020-05-27","NV","DEMOCRAT","2972382","0","0","1","1","1","1","1","0",0.201858307579578,3.86895089527524,-1.60018927533628,1.35298338379892,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4836","2020-06-20","MD","DEMOCRAT","6018848","1","0","1","1","1","1","1","1",0.232602650872725,5.81506627181813,-1.4584236422612,1.760452182607,48.5,51.5,15,55.5,29.9,0.3,6.3,0.1,620.052333367673
"4837","2021-01-06","WI","DEMOCRAT","5790716","0","0","0","0","0","0","1","0",1.19156249417171,70.9584099790078,0.175265466178441,4.26209393046459,49.7,50.3,16.5,85.4,6.4,0.9,2.8,0,106.92263377525
"4838","2020-11-19","NV","DEMOCRAT","2972382","0","0","0","0","0","0","1","0",0.201858307579578,81.2816118520432,-1.60018927533628,4.39791981449037,50.2,49.8,15.4,65.6,9.1,1.3,8.2,0.7,27.0755595230504
"4839","2020-12-15","CA","DEMOCRAT","39283497","0","1","1","1","1","0","1","0",0.36147494710056,82.2890080279767,-1.01756254241125,4.41023753895725,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4840","2020-06-22","AL","REPUBLICAN","4876250","0","0","0","0","0","0","1","1",0.0820302486541912,9.3514483465778,-2.50066721371288,2.23553123468161,48.4,51.6,16.5,68.1,26.6,0.5,1.4,0,96.2829499457005
"4841","2020-02-20","ME","DEMOCRAT","1335492","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49,51,20,94.3,1.4,0.6,1.1,0,43.2996790195506
"4842","2020-12-19","IL","DEMOCRAT","12770631","0","1","0","1","1","1","1","0",0.939655996637911,59.2139887214657,-0.0622414317216638,4.08115780994717,49.1,50.9,15.2,71.5,14.2,0.3,5.5,0,230.022712945118
"4843","2020-06-30","RI","DEMOCRAT","1057231","0","0","0","1","0","0","0","1",0.378346832433026,4.63474869730456,-0.97194395793156,1.53358197905918,48.6,51.4,16.8,80.5,6.8,0.5,3.4,0.1,1022.46711798839
"4844","2020-09-01","MT","REPUBLICAN","1050649","0","0","0","0","0","0","1","1",0.285537796162182,18.6551360159292,-1.25338087279128,2.92612149777113,50.3,49.7,18.2,88.5,0.5,6.4,0.8,0.1,7.21867313426683
"4845","2020-12-27","NJ","DEMOCRAT","8878503","0","0","0","0","0","0","1","1",0.191473720288206,33.2713746900801,-1.65300471064944,3.50469740838567,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4846","2020-03-19","WI","DEMOCRAT","5790716","0","0","0","0","0","0","0","0",0,0.846182061078457,-Inf,-0.167020740308191,49.7,50.3,16.5,85.4,6.4,0.9,2.8,0,106.92263377525
"4847","2020-06-17","CA","DEMOCRAT","39283497","0","0","1","1","1","0","1","0",0.221467045054568,8.79504184670728,-1.50748148135792,2.17418813618926,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4848","2020-06-08","RI","DEMOCRAT","1057231","1","0","1","1","1","1","0","1",2.55384111892292,19.0119283297595,0.937598546952878,2.94506658900762,48.6,51.4,16.8,80.5,6.8,0.5,3.4,0.1,1022.46711798839
"4849","2020-10-13","DE","DEMOCRAT","957248","0","0","0","0","0","0","1","0",0,0,-Inf,-Inf,48.4,51.6,18.2,68.8,22.2,0.4,3.9,0.1,491.148281169831
"4850","2020-10-11","ME","DEMOCRAT","1335492","0","0","0","0","0","0","1","0",0,2.0217268242715,-Inf,0.703952009726165,49,51,20,94.3,1.4,0.6,1.1,0,43.2996790195506
"4851","2020-06-20","LA","REPUBLICAN","4664362","0","0","0","0","0","0","1","1",0.428783186210676,18.6520686001644,-0.846803881256743,2.9259570568379,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4852","2021-01-01","ID","REPUBLICAN","1717750","0","0","0","0","0","0","1","0",0,0,-Inf,-Inf,50.1,49.9,15.4,90,0.7,1.3,1.4,0.2,20.785184468134
"4853","2020-07-10","RI","DEMOCRAT","1057231","0","0","0","1","0","0","0","1",0.189173416216513,6.52648285946969,-1.66509113849151,1.87586818554581,48.6,51.4,16.8,80.5,6.8,0.5,3.4,0.1,1022.46711798839
"4854","2020-10-04","CA","DEMOCRAT","39283497","0","1","1","1","1","0","1","0",0.117097518074829,10.9282531542444,-2.14474820352341,2.39135146821205,49.7,50.3,14,59.7,5.8,0.8,14.5,0.4,252.174535720476
"4855","2020-02-29","LA","REPUBLICAN","4664362","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.9,51.1,15,62,32.2,0.6,1.7,0,107.961346171651
"4856","2020-07-05","MS","REPUBLICAN","2984418","0","0","0","0","0","0","1","1",0.100522111848943,11.9621313100243,-2.29737755728606,2.48174593582547,48.5,51.5,15.4,58.4,37.7,0.5,1,0,63.6024550859919
"4857","2020-07-19","ME","DEMOCRAT","1335492","0","0","0","0","0","0","1","0",0,4.86712013250547,-Inf,1.58250241361747,49,51,20,94.3,1.4,0.6,1.1,0,43.2996790195506
"4858","2020-02-18","NE","REPUBLICAN","1914571","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.9,50.1,15.4,87.1,4.8,0.9,2.4,0.1,24.9215219202333
"4859","2020-04-08","MD","DEMOCRAT","6018848","0","1","1","1","1","1","1","0",0.232602650872725,10.8990956408934,-1.4584236422612,2.38867981706763,48.5,51.5,15,55.5,29.9,0.3,6.3,0.1,620.052333367673
"4860","2020-08-30","NJ","DEMOCRAT","8878503","0","0","1","1","0","0","1","1",0.0450526400678132,3.53663224532334,-3.09992369358577,1.2631749312026,48.8,51.2,15.9,67.8,13.5,0.2,9.5,0,1207.30255643187
"4861","2020-03-12","MD","DEMOCRAT","6018848","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,48.5,51.5,15,55.5,29.9,0.3,6.3,0.1,620.052333367673
"4862","2020-02-09","NE","REPUBLICAN","1914571","0","0","0","0","0","0","0","0",0,0,-Inf,-Inf,49.9,50.1,15.4,87.1,4.8,0.9,2.4,0.1,24.9215219202333
